systematic_name	common_name	cds_length	gc_content	status
YCL059C	KRR1	948	0.384	Verified
YCL058C	FYV5	456	0.4189	Verified
YCL058W-A	ADF1	339	0.4366	Verified
YCL057C-A	MIC10	291	0.5155	Verified
YCL057W	PRD1	2136	0.397	Verified
YCL056C	PEX34	432	0.338	Verified
YCL055W	KAR4	1005	0.3831	Verified
YCL054W-A	RDT1	84	0.3452	Verified
YCL054W	SPB1	2523	0.3817	Verified
YCL052C	PBN1	1248	0.3862	Verified
YCL051W	LRE1	1749	0.4214	Verified
YCL050C	APA1	963	0.3936	Verified
YCL049C	YCL049C	936	0.4359	Uncharacterized
YCL048W-A	YCL048W-A	237	0.4979	Uncharacterized
YCL048W	SPS22	1389	0.3701	Verified
YCL047C	POF1	774	0.3915	Verified
YCL045C	EMC1	2280	0.3855	Verified
YCL046W	YCL046W	321	0.4174	Uncharacterized
YCL044C	MGR1	1251	0.4532	Verified
YCL043C	PDI1	1566	0.4738	Verified
YCL041C	YCL041C	492	0.4126	Verified
YCL042W	YCL042W	357	0.521	Uncharacterized
YCL040W	GLK1	1500	0.4967	Verified
YCL039W	GID7	2235	0.4506	Verified
YCL038C	ATG22	1584	0.3952	Verified
YCL037C	SRO9	1302	0.4493	Verified
YCL036W	GFD2	1698	0.4741	Verified
YCL035C	GRX1	330	0.4212	Verified
YCL034W	LSB5	1062	0.4859	Verified
YCL033C	MXR2	504	0.4901	Verified
YCL032W	STE50	1038	0.4383	Verified
YCL031C	RRP7	891	0.3614	Verified
YCL030C	HIS4	2397	0.4247	Verified
YCL029C	BIK1	1320	0.4371	Verified
YCL028W	RNQ1	1215	0.4543	Verified
YCL027W	FUS1	1536	0.4089	Verified
YCL026C-B	HBN1	579	0.4698	Verified
YCL026C-A	FRM2	579	0.4439	Verified
YCL025C	AGP1	1899	0.4381	Verified
YCL023C	YCL023C	345	0.4348	Verified
YCL024W	KCC4	3111	0.4034	Verified
YCL022C	YCL022C	513	0.4191	Verified
YCL021W-A	YCL021W-A	375	0.4133	Uncharacterized
YCL020W	YCL020W	1314	0.3881	
YCL019W	YCL019W	5310	0.3706	
YCL018W	LEU2	1092	0.4414	Verified
YCL017C	NFS1	1491	0.4319	Verified
YCL016C	DCC1	1140	0.4325	Verified
YCL014W	BUD3	4908	0.38	Verified
YCL012C	YCL012C	402	0.3856	Verified
YCL011C	GBP2	1281	0.4262	Verified
YCL010C	SGF29	777	0.4672	Verified
YCL009C	ILV6	927	0.5016	Verified
YCL008C	STP22	1155	0.4848	Verified
YCL007C	YCL007C	390	0.3821	Verified
YCL005W-A	VMA9	219	0.4475	Verified
YCL005W	LDB16	768	0.431	Verified
YCL004W	PGS1	1563	0.3832	Verified
YCL002C	YCL002C	789	0.3523	Uncharacterized
YCL001W	RER1	564	0.3457	Verified
YCL001W-A	YCL001W-A	459	0.3137	Uncharacterized
YCL001W-B	YCL001W-B	252	0.369	Uncharacterized
YCR001W	YCR001W	312	0.3045	Uncharacterized
YCR002C	CDC10	966	0.3706	Verified
YCR003W	MRPL32	549	0.3752	Verified
YCR004C	YCP4	741	0.4507	Verified
YCR005C	CIT2	1380	0.3986	Verified
YCR006C	YCR006C	471	0.4671	Uncharacterized
YCR007C	DFP3	717	0.3626	Uncharacterized
YCR008W	SAT4	1809	0.3925	Verified
YCR009C	RVS161	795	0.3836	Verified
YCR010C	ADY2	849	0.4217	Verified
YCR011C	ADP1	3147	0.3794	Verified
YCR012W	PGK1	1248	0.4615	Verified
YCR013C	YCR013C	645	0.4496	Dubious
YCR014C	POL4	1746	0.3603	Verified
YCR015C	CTO1	951	0.3491	Verified
YCR016W	RBP95	870	0.3621	Verified
YCR017C	CWH43	2859	0.3959	Verified
YCR018C	SRD1	663	0.3741	Verified
YCR018C-A	YCR018C-A	252	0.3254	Dubious
YCR019W	MAK32	1089	0.4068	Verified
YCR020C	PET18	645	0.3891	Verified
YCR020C-A	MAK31	264	0.3939	Verified
YCR020W-B	HTL1	234	0.3333	Verified
YCR021C	HSP30	996	0.4287	Verified
YCR022C	YCR022C	342	0.4474	Uncharacterized
YCR023C	YCR023C	1833	0.3813	Verified
YCR024C	SLM5	1476	0.3733	Verified
YCR024C-B	YCR024C-B	264	0.3333	Uncharacterized
YCR024C-A	PMP1	120	0.3667	Verified
YCR025C	YCR025C	408	0.4436	Uncharacterized
YCR026C	NPP1	2226	0.4034	Verified
YCR027C	RHB1	627	0.3971	Verified
YCR028C	FEN2	1536	0.4023	Verified
YCR028C-A	RIM1	405	0.3852	Verified
YCR030C	SYP1	2610	0.4169	Verified
YCR031C	RPS14A	411	0.4599	Verified
YCR032W	BPH1	6501	0.3506	Verified
YCR033W	SNT1	3678	0.3959	Verified
YCR034W	ELO2	1041	0.3833	Verified
YCR035C	RRP43	1182	0.3832	Verified
YCR036W	RBK1	999	0.3994	Verified
YCR037C	PHO87	2769	0.3861	Verified
YCR038C	BUD5	1926	0.3941	Verified
YCR038W-A	YCR038W-A	123	0.4228	Verified
YCR039C	MATALPHA2	630	0.3508	Verified
YCR040W	MATALPHA1	525	0.379	Verified
YCR041W	YCR041W	330	0.3606	Verified
YCR042C	TAF2	4221	0.3682	Verified
YCR043C	YCR043C	381	0.3727	Uncharacterized
YCR044C	PER1	1071	0.409	Verified
YCR045C	RRT12	1473	0.4793	Verified
YCR045W-A	YCR045W-A	348	0.5287	Dubious
YCR046C	IMG1	507	0.5247	Verified
YCR047C	BUD23	825	0.5273	Verified
YCR047W-A	YCR047W-A	204	0.5343	Dubious
YCR049C	YCR049C	444	0.5473	Dubious
YCR048W	ARE1	1830	0.4995	Verified
YCR050C	YCR050C	306	0.4542	Uncharacterized
YCR051W	YCR051W	666	0.533	Uncharacterized
YCR052W	RSC6	1449	0.4589	Verified
YCR053W	THR4	1542	0.4047	Verified
YCR054C	CTR86	1689	0.3612	Verified
YCR057C	PWP2	2769	0.4135	Verified
YCR059C	YIH1	774	0.5323	Verified
YCR060W	TAH1	333	0.4985	Verified
YCR061W	TVS1	1893	0.4908	Verified
YCR064C	YCR064C	408	0.4461	Verified
YCR063W	BUD31	471	0.482	Verified
YCR065W	HCM1	1692	0.4184	Verified
YCR066W	RAD18	1461	0.3792	Verified
YCR067C	SED4	3195	0.4006	Verified
YCR068W	ATG15	1560	0.4808	Verified
YCR069W	CPR4	954	0.435	Verified
YCR071C	IMG2	438	0.4041	Verified
YCR072C	RSA4	1545	0.4343	Verified
YCR073C	SSK22	3993	0.3927	Verified
YCR073W-A	SOL2	945	0.4963	Verified
YCR075C	ERS1	780	0.4333	Verified
YCR075W-A	EGO2	225	0.4311	Verified
YCR076C	FUB1	750	0.4827	Verified
YCR077C	PAT1	2388	0.4351	Verified
YCR079W	PTC6	1326	0.4789	Verified
YCR081W	SRB8	4281	0.3516	Verified
YCR081C-A	YCR081C-A	234	0.406	Dubious
YCR082W	AHC2	384	0.3958	Verified
YCR083W	TRX3	381	0.4173	Verified
YCR084C	TUP1	2139	0.4558	Verified
YCR085W	YCR085W	351	0.3447	Uncharacterized
YCR086W	CSM1	570	0.4421	Verified
YCR087W	YCR087W	513	0.4327	Uncharacterized
YCR087C-A	YCR087C-A	459	0.4553	Verified
YCR088W	ABP1	1776	0.4595	Verified
YCR089W	FIG2	4827	0.4181	Verified
YCR090C	YCR090C	546	0.3663	Uncharacterized
YCR091W	KIN82	2160	0.4005	Verified
YCR092C	MSH3	3054	0.368	Verified
YCR093W	CDC39	6324	0.3645	Verified
YCR094W	CDC50	1173	0.3683	Verified
YCR095C	OCA4	1086	0.3407	Uncharacterized
YCR095W-A	YCR095W-A	156	0.3077	Uncharacterized
YCR096C	HMRA2	357	0.3725	Verified
YCR097W	HMRA1	378	0.3122	Verified
YCR097W-A	YCR097W-A	264	0.3409	Dubious
YCR098C	GIT1	1554	0.3829	Verified
YCR099C	YCR099C	465	0.3785	Uncharacterized
YCR100C	EMA35	948	0.3829	Uncharacterized
YCR101C	YCR101C	546	0.3718	Uncharacterized
YCR102C	YCR102C	1104	0.4429	Uncharacterized
YCR102W-A	YCR102W-A	195	0.359	Dubious
YCR104W	PAU3	372	0.4785	Verified
YCR105W	ADH7	1083	0.4367	Verified
YCR106W	RDS1	2496	0.3694	Verified
YCR107W	AAD3	1089	0.4096	Verified
YCR108C	YCR108C	189	0.4709	Uncharacterized
YDL248W	COS7	1149	0.3803	Verified
YDL247W-A	YDL247W-A	72	0.3056	Dubious
YDL247W	MPH2	1827	0.4056	Verified
YDL246C	SOR2	1071	0.4482	Verified
YDL245C	HXT15	1701	0.4192	Verified
YDL244W	THI13	1020	0.4402	Verified
YDL243C	AAD4	987	0.4113	Verified
YDL242W	YDL242W	351	0.3903	Uncharacterized
YDL241W	YDL241W	369	0.3957	Uncharacterized
YDL240C-A	YDL240C-A	135	0.3556	Dubious
YDL240W	LRG1	3051	0.3677	Verified
YDL239C	ADY3	2370	0.3422	Verified
YDL238C	GUD1	1467	0.4294	Verified
YDL237W	AIM6	1170	0.388	Verified
YDL236W	PHO13	936	0.4028	Verified
YDL235C	YPD1	501	0.3573	Verified
YDL234C	GYP7	2238	0.3811	Verified
YDL233W	MFG1	1374	0.4221	Uncharacterized
YDL232W	OST4	108	0.4259	Verified
YDL231C	BRE4	3375	0.3967	Verified
YDL230W	PTP1	1005	0.4517	Verified
YDL229W	SSB1	1839	0.4361	Verified
YDL228C	YDL228C	639	0.4366	Verified
YDL227C	HO	1758	0.4096	Verified
YDL226C	GCS1	1056	0.4384	Verified
YDL225W	SHS1	1653	0.3787	Verified
YDL224C	WHI4	1947	0.4042	Verified
YDL223C	HBT1	3138	0.4264	Verified
YDL222C	FMP45	927	0.4951	Verified
YDL221W	YDL221W	549	0.4827	Dubious
YDL220C	CDC13	2772	0.4398	Verified
YDL219W	DTD1	450	0.36	Verified
YDL218W	YDL218W	951	0.4532	Uncharacterized
YDL217C	TIM22	621	0.4316	Verified
YDL216C	RRI1	1320	0.375	Verified
YDL215C	GDH2	3276	0.3666	Verified
YDL214C	PRR2	2097	0.3963	Verified
YDL213C	NOP6	675	0.4222	Verified
YDL212W	SHR3	630	0.3889	Verified
YDL211C	YDL211C	1116	0.4005	Uncharacterized
YDL210W	UGA4	1713	0.404	Verified
YDL209C	CWC2	1017	0.4012	Verified
YDL208W	NHP2	468	0.4167	Verified
YDL207W	GLE1	1614	0.3941	Verified
YDL206W	YCX1	2286	0.3543	Verified
YDL205C	HEM3	981	0.4159	Verified
YDL204W-A	YDL204W-A	150	0.4467	Verified
YDL204W	RTN2	1179	0.4224	Verified
YDL203C	ACK1	1869	0.4131	Verified
YDL202W	MRPL11	747	0.411	Verified
YDL201W	TRM8	858	0.4021	Verified
YDL200C	MGT1	564	0.3706	Verified
YDL199C	YDL199C	2061	0.3935	Uncharacterized
YDL198C	GGC1	900	0.4244	Verified
YDL197C	ASF2	1575	0.433	Verified
YDL196W	YDL196W	327	0.4312	Dubious
YDL195W	SEC31	3819	0.4221	Verified
YDL194W	SNF3	2652	0.4016	Verified
YDL193W	NUS1	1125	0.3867	Verified
YDL192W	ARF1	543	0.3996	Verified
YDL191W	RPL35A	360	0.4222	Verified
YDL190C	UFD2	2883	0.3746	Verified
YDL189W	RBS1	1371	0.3997	Verified
YDL188C	PPH22	1131	0.4164	Verified
YDL187C	YDL187C	327	0.4037	Dubious
YDL186W	YDL186W	831	0.4392	Uncharacterized
YDL185C-A	YDL185C-A	225	0.32	Verified
YDL185W	VMA1	3213	0.4121	Verified
YDL184C	RPL41A	75	0.44	Verified
YDL183C	MRX19	960	0.3719	Verified
YDL182W	LYS20	1284	0.4424	Verified
YDL181W	INH1	255	0.4627	Verified
YDL180W	AIT1	1641	0.3857	Verified
YDL179W	PCL9	912	0.386	Verified
YDL178W	DLD2	1590	0.3868	Verified
YDL177C	YDL177C	510	0.4039	Uncharacterized
YDL176W	GID12	2124	0.3653	Verified
YDL175C	AIR2	1032	0.3953	Verified
YDL174C	DLD1	1761	0.448	Verified
YDL173W	PAR32	885	0.4429	Verified
YDL172C	YDL172C	477	0.413	Dubious
YDL171C	GLT1	6435	0.4006	Verified
YDL170W	UGA3	1584	0.3845	Verified
YDL169C	UGX2	669	0.4096	Verified
YDL168W	SFA1	1158	0.4283	Verified
YDL167C	NRP1	2157	0.3774	Verified
YDL166C	FAP7	591	0.4315	Verified
YDL165W	CDC36	573	0.4171	Verified
YDL164C	CDC9	2265	0.4	Verified
YDL163W	YDL163W	300	0.4333	Verified
YDL162C	YDL162C	354	0.4181	Verified
YDL161W	ENT1	1362	0.4104	Verified
YDL160C-A	MHF2	240	0.3917	Verified
YDL160C	DHH1	1518	0.3933	Verified
YDL159W-A	YDL159W-A	129	0.3178	Uncharacterized
YDL159W	STE7	1545	0.3825	Verified
YDL159C-B	YDL159C-B	174	0.3851	Dubious
YDL158C	YDL158C	306	0.2908	Dubious
YDL157C	DMO2	354	0.3927	Uncharacterized
YDL156W	CMR1	1566	0.4221	Verified
YDL155W	CLB3	1281	0.4161	Verified
YDL154W	MSH5	2703	0.3666	Verified
YDL153C	SAS10	1830	0.3836	Verified
YDL152W	YDL152W	363	0.3664	Verified
YDL151C	BUD30	579	0.4404	Verified
YDL150W	RPC53	1266	0.4281	Verified
YDL149W	ATG9	2991	0.3725	Verified
YDL148C	NOP14	2430	0.3642	Verified
YDL147W	RPN5	1335	0.3588	Verified
YDL146W	LDB17	1473	0.3646	Verified
YDL145C	COP1	3603	0.3997	Verified
YDL144C	YDL144C	1068	0.4869	Verified
YDL143W	CCT4	1584	0.4205	Verified
YDL142C	CRD1	849	0.3899	Verified
YDL141W	BPL1	2070	0.4029	Verified
YDL140C	RPO21	5199	0.4087	Verified
YDL139C	SCM3	669	0.4081	Verified
YDL138W	RGT2	2289	0.4268	Verified
YDL137W	ARF2	543	0.4217	Verified
YDL136W	RPL35B	360	0.425	Verified
YDL135C	RDI1	606	0.3713	Verified
YDL134C	PPH21	1107	0.4164	Verified
YDL133C-A	RPL41B	75	0.4267	Verified
YDL133W	SRF1	1311	0.3921	Verified
YDL132W	CDC53	2445	0.3767	Verified
YDL131W	LYS21	1320	0.4235	Verified
YDL130W-A	STF1	258	0.3876	Verified
YDL130W	RPP1B	318	0.4874	Verified
YDL129W	YDL129W	873	0.4261	Verified
YDL128W	VCX1	1233	0.4209	Verified
YDL127W	PCL2	924	0.3831	Verified
YDL126C	CDC48	2505	0.4184	Verified
YDL125C	HNT1	474	0.4346	Verified
YDL124W	YDL124W	936	0.4103	Verified
YDL123W	SNA4	420	0.4643	Verified
YDL122W	UBP1	2427	0.3729	Verified
YDL121C	EXP1	447	0.3691	Verified
YDL120W	YFH1	522	0.41	Verified
YDL119C	HEM25	921	0.3985	Verified
YDL118W	YDL118W	378	0.4153	Dubious
YDL117W	CYK3	2655	0.3868	Verified
YDL116W	NUP84	2178	0.3673	Verified
YDL115C	IWR1	1059	0.3787	Verified
YDL114W-A	YDL114W-A	111	0.3514	Dubious
YDL114W	YDL114W	924	0.3766	Uncharacterized
YDL113C	ATG20	1920	0.3724	Verified
YDL112W	TRM3	4308	0.3651	Verified
YDL111C	RRP42	795	0.4088	Verified
YDL110C	TMA17	450	0.4756	Verified
YDL109C	YDL109C	1941	0.4194	Uncharacterized
YDL108W	KIN28	918	0.3965	Verified
YDL107W	MSS2	1053	0.3599	Verified
YDL106C	PHO2	1677	0.3697	Verified
YDL105W	NSE4	1206	0.3731	Verified
YDL104C	QRI7	1221	0.3915	Verified
YDL103C	QRI1	1431	0.4032	Verified
YDL102W	POL3	3291	0.3795	Verified
YDL101C	DUN1	1539	0.3808	Verified
YDL100C	GET3	1062	0.3974	Verified
YDL099W	BUG1	1023	0.3832	Verified
YDL098C	SNU23	582	0.3746	Verified
YDL097C	RPN6	1302	0.4132	Verified
YDL096C	OPI6	324	0.4907	Verified
YDL095W	PMT1	2451	0.4284	Verified
YDL094C	YDL094C	507	0.355	Dubious
YDL093W	PMT5	2229	0.393	Verified
YDL092W	SRP14	438	0.379	Verified
YDL091C	UBX3	1365	0.3751	Verified
YDL090C	RAM1	1293	0.3998	Verified
YDL089W	NUR1	1452	0.3533	Verified
YDL088C	ASM4	1584	0.3794	Verified
YDL087C	LUC7	783	0.4649	Verified
YDL086W	YDL086W	819	0.4701	Uncharacterized
YDL086C-A	YDL086C-A	432	0.4769	Uncharacterized
YDL085C-A	YDL085C-A	204	0.4216	Verified
YDL085W	NDE2	1635	0.4361	Verified
YDL084W	SUB2	1338	0.3901	Verified
YDL083C	RPS16B	429	0.4406	Verified
YDL082W	RPL13A	597	0.4305	Verified
YDL081C	RPP1A	318	0.4686	Verified
YDL080C	THI3	1827	0.4094	Verified
YDL079C	MRK1	1503	0.3925	Verified
YDL078C	MDH3	1029	0.4402	Verified
YDL077C	VAM6	3147	0.3581	Verified
YDL076C	RXT3	882	0.3866	Verified
YDL075W	RPL31A	339	0.4366	Verified
YDL074C	BRE1	2100	0.359	Verified
YDL073W	AHK1	2952	0.3432	Verified
YDL072C	YET3	609	0.4138	Verified
YDL071C	YDL071C	372	0.457	Verified
YDL070W	BDF2	1914	0.3689	Verified
YDL069C	CBS1	687	0.3377	Verified
YDL068W	YDL068W	327	0.3761	Dubious
YDL067C	COX9	177	0.4802	Verified
YDL066W	IDP1	1284	0.426	Verified
YDL065C	PEX19	1026	0.3723	Verified
YDL064W	UBC9	471	0.3949	Verified
YDL063C	SYO1	1860	0.3565	Verified
YDL062W	YDL062W	423	0.3664	Uncharacterized
YDL061C	RPS29B	168	0.4583	Verified
YDL060W	TSR1	2364	0.3997	Verified
YDL059C	RAD59	714	0.423	Verified
YDL058W	USO1	5370	0.3579	Verified
YDL057W	YDL057W	984	0.4167	Uncharacterized
YDL056W	MBP1	2499	0.381	Verified
YDL055C	PSA1	1083	0.4164	Verified
YDL054C	MCH1	1458	0.4129	Verified
YDL053C	PBP4	555	0.4252	Verified
YDL052C	SLC1	909	0.4246	Verified
YDL051W	LHP1	825	0.4048	Verified
YDL050C	YDL050C	369	0.3848	Dubious
YDL049C	KNH1	804	0.4279	Verified
YDL048C	STP4	1470	0.449	Verified
YDL047W	SIT4	933	0.4523	Verified
YDL046W	NPC2	519	0.4355	Verified
YDL045W-A	MRP10	285	0.4035	Verified
YDL045C	FAD1	918	0.3932	Verified
YDL044C	MTF2	1320	0.372	Verified
YDL043C	PRP11	798	0.3709	Verified
YDL042C	SIR2	1686	0.3974	Verified
YDL041W	YDL041W	351	0.4473	Verified
YDL040C	NAT1	2562	0.3825	Verified
YDL039C	PRM7	2094	0.4293	Verified
YDL037C	BSC1	984	0.4004	Verified
YDL036C	PUS9	1386	0.3846	Verified
YDL035C	GPR1	2883	0.3656	Verified
YDL034W	YDL034W	342	0.4386	Verified
YDL033C	SLM3	1251	0.4564	Verified
YDL032W	YDL032W	309	0.4337	Verified
YDL031W	DBP10	2985	0.3889	Verified
YDL030W	PRP9	1590	0.378	Verified
YDL029W	ARP2	1173	0.4152	Verified
YDL028C	MPS1	2292	0.3695	Verified
YDL027C	MRX9	1260	0.3587	Uncharacterized
YDL026W	YDL026W	309	0.4013	Dubious
YDL025C	RTK1	1860	0.4016	Verified
YDL025W-A	YDL025W-A	102	0.4314	Dubious
YDL024C	DIA3	1404	0.3996	Verified
YDL022C-A	YDL022C-A	246	0.4065	Verified
YDL023C	YDL023C	318	0.4057	Verified
YDL022W	GPD1	1173	0.439	Verified
YDL021W	GPM2	933	0.3762	Verified
YDL020C	RPN4	1593	0.3842	Verified
YDL019C	OSH2	3849	0.4043	Verified
YDL018C	ERP3	675	0.3837	Verified
YDL017W	CDC7	1521	0.3853	Verified
YDL016C	YDL016C	300	0.3367	Verified
YDL015C	TSC13	930	0.3527	Verified
YDL014W	NOP1	981	0.476	Verified
YDL013W	SLX5	1857	0.4281	Verified
YDL012C	YDL012C	321	0.4704	Verified
YDL011C	YDL011C	321	0.3769	Uncharacterized
YDL010W	GRX6	693	0.3795	Verified
YDL009C	YDL009C	321	0.3551	Verified
YDL008W	APC11	495	0.4323	Verified
YDL007C-A	YDL007C-A	255	0.3569	Uncharacterized
YDL007W	RPT2	1311	0.3913	Verified
YDL006W	PTC1	843	0.3843	Verified
YDL005C	MED2	1293	0.3836	Verified
YDL004W	ATP16	480	0.3979	Verified
YDL003W	MCD1	1698	0.384	Verified
YDL002C	NHP10	609	0.381	Verified
YDL001W	RMD1	1290	0.3744	Verified
YDR001C	NTH1	2253	0.4075	Verified
YDR002W	YRB1	603	0.4113	Verified
YDR003W	RCR2	630	0.4238	Verified
YDR003W-A	YDR003W-A	120	0.3167	Uncharacterized
YDR004W	RAD57	1380	0.3891	Verified
YDR005C	MAF1	1185	0.3671	Verified
YDR006C	SOK1	2703	0.3859	Verified
YDR007W	TRP1	672	0.4211	Verified
YDR008C	YDR008C	348	0.3937	Dubious
YDR009W	GAL3	1560	0.4141	Verified
YDR010C	YDR010C	330	0.4909	Uncharacterized
YDR011W	SNQ2	4503	0.3955	Verified
YDR012W	RPL4B	1086	0.4825	Verified
YDR013W	PSF1	624	0.351	Verified
YDR014W	RAD61	1941	0.3344	Verified
YDR014W-A	HED1	486	0.4218	Verified
YDR015C	YDR015C	237	0.4473	Verified
YDR016C	DAD1	282	0.3936	Verified
YDR017C	KCS1	3150	0.3835	Verified
YDR018C	MLG1	1188	0.3771	Verified
YDR019C	GCV1	1200	0.4125	Verified
YDR020C	DAS2	696	0.3693	Uncharacterized
YDR021W	FAL1	1197	0.3534	Verified
YDR022C	ATG31	588	0.3673	Verified
YDR023W	SES1	1386	0.3802	Verified
YDR024W	FYV1	483	0.4161	Dubious
YDR025W	RPS11A	468	0.4444	Verified
YDR026C	NSI1	1710	0.3883	Verified
YDR027C	VPS54	2667	0.3735	Verified
YDR028C	REG1	3042	0.3905	Verified
YDR029W	YDR029W	312	0.3397	Uncharacterized
YDR030C	RAD28	1518	0.3689	Verified
YDR031W	MIX14	363	0.3499	Verified
YDR032C	PST2	594	0.468	Verified
YDR033W	MRH1	960	0.399	Verified
YDR034C	LYS14	2370	0.3612	Verified
YDR034C-D	YDR034C-D	5310	0.3674	
YDR034C-C	YDR034C-C	1314	0.3828	
YDR034C-A	YDR034C-A	174	0.2874	Uncharacterized
YDR034W-B	CPP3	153	0.4248	Verified
YDR035W	ARO3	1110	0.418	Verified
YDR036C	EHD3	1500	0.3947	Verified
YDR037W	KRS1	1773	0.4072	Verified
YDR038C	ENA5	3273	0.4146	Verified
YDR039C	ENA2	3273	0.4149	Verified
YDR040C	ENA1	3273	0.4143	Verified
YDR041W	RSM10	609	0.3974	Verified
YDR042C	YDR042C	600	0.35	Uncharacterized
YDR043C	NRG1	693	0.3709	Verified
YDR044W	HEM13	984	0.4431	Verified
YDR045C	RPC11	330	0.3939	Verified
YDR046C	BAP3	1812	0.4161	Verified
YDR047W	HEM12	1086	0.4411	Verified
YDR048C	YDR048C	312	0.3333	Dubious
YDR049W	VMS1	1896	0.394	Verified
YDR050C	TPI1	744	0.4449	Verified
YDR051C	DET1	1002	0.3902	Verified
YDR052C	DBF4	2112	0.3797	Verified
YDR053W	YDR053W	393	0.4148	Dubious
YDR054C	CDC34	885	0.4136	Verified
YDR055W	PST1	1332	0.4152	Verified
YDR056C	EMC10	615	0.3967	Uncharacterized
YDR057W	YOS9	1626	0.3715	Verified
YDR058C	TGL2	978	0.3661	Verified
YDR059C	UBC5	444	0.4212	Verified
YDR060W	MAK21	3075	0.373	Verified
YDR061W	YDR061W	1617	0.4075	Uncharacterized
YDR062W	LCB2	1683	0.3975	Verified
YDR063W	AIM7	447	0.3893	Verified
YDR064W	RPS13	453	0.4283	Verified
YDR065W	RRG1	1095	0.3507	Verified
YDR066C	RTR2	588	0.369	Verified
YDR067C	OCA6	672	0.3497	Uncharacterized
YDR068W	DOS2	930	0.371	Verified
YDR069C	DOA4	2778	0.3553	Verified
YDR070C	FMP16	279	0.4265	Verified
YDR071C	PAA1	573	0.37	Verified
YDR072C	IPT1	1581	0.4035	Verified
YDR073W	SNF11	507	0.4083	Verified
YDR074W	TPS2	2688	0.3966	Verified
YDR075W	PPH3	924	0.369	Verified
YDR076W	RAD55	1218	0.3727	Verified
YDR077W	SED1	1014	0.4694	Verified
YDR078C	SHU2	669	0.3438	Verified
YDR079W	PET100	333	0.3574	Verified
YDR079C-A	TFB5	216	0.3796	Verified
YDR080W	VPS41	2976	0.3458	Verified
YDR081C	PDC2	2775	0.3665	Verified
YDR082W	STN1	1482	0.3704	Verified
YDR083W	RRP8	1176	0.3597	Verified
YDR084C	TVP23	597	0.397	Verified
YDR085C	AFR1	1860	0.3817	Verified
YDR086C	SSS1	240	0.3958	Verified
YDR087C	RRP1	834	0.3909	Verified
YDR088C	SLU7	1146	0.377	Verified
YDR089W	VTC5	2607	0.3575	Verified
YDR090C	ILT1	930	0.4011	Verified
YDR091C	RLI1	1824	0.3745	Verified
YDR092W	UBC13	459	0.4248	Verified
YDR093W	DNF2	4836	0.4129	Verified
YDR094W	YDR094W	333	0.5105	Verified
YDR095C	YDR095C	408	0.4902	Dubious
YDR096W	GIS1	2682	0.3732	Verified
YDR097C	MSH6	3726	0.3782	Verified
YDR098C	GRX3	750	0.3987	Verified
YDR098C-B	YDR098C-B	5265	0.3852	
YDR098C-A	YDR098C-A	1320	0.4098	
YDR099W	BMH2	819	0.4005	Verified
YDR100W	TVP15	429	0.3869	Verified
YDR101C	ARX1	1779	0.3901	Verified
YDR102C	YDR102C	330	0.3515	Uncharacterized
YDR103W	STE5	2751	0.3719	Verified
YDR104C	SPO71	3735	0.3772	Verified
YDR105C	TMS1	1419	0.4024	Verified
YDR106W	ARP10	852	0.3627	Verified
YDR107C	TMN2	2016	0.3839	Verified
YDR108W	TRS85	2094	0.3715	Verified
YDR109C	YDR109C	2145	0.4061	Verified
YDR110W	FOB1	1698	0.3757	Verified
YDR111C	ALT2	1521	0.4227	Uncharacterized
YDR112W	IRC2	306	0.3922	Dubious
YDR113C	PDS1	1119	0.4048	Verified
YDR114C	YDR114C	300	0.3767	Uncharacterized
YDR115W	MRX14	315	0.4286	Verified
YDR116C	MRPL1	855	0.4164	Verified
YDR117C	TMA64	1695	0.3711	Verified
YDR118W	APC4	1956	0.3543	Verified
YDR118W-A	YDR118W-A	114	0.4035	Dubious
YDR119W	VBA4	2304	0.3859	Uncharacterized
YDR119W-A	COX26	198	0.4444	Verified
YDR120C	TRM1	1710	0.4064	Verified
YDR121W	DPB4	588	0.4252	Verified
YDR122W	KIN1	3192	0.412	Verified
YDR123C	INO2	912	0.4353	Verified
YDR124W	YDR124W	972	0.3776	Uncharacterized
YDR125C	ECM18	1359	0.3547	Verified
YDR126W	SWF1	1008	0.4018	Verified
YDR127W	ARO1	4764	0.4022	Verified
YDR128W	MTC5	3444	0.3923	Verified
YDR129C	SAC6	1926	0.4034	Verified
YDR130C	FIN1	873	0.394	Verified
YDR131C	YDR131C	1668	0.3555	Verified
YDR132C	MRX16	1485	0.3636	Verified
YDR133C	YDR133C	333	0.4114	Dubious
YDR135C	YCF1	4545	0.3809	Verified
YDR136C	VPS61	570	0.3807	Verified
YDR137W	RGP1	1989	0.3645	Verified
YDR138W	HPR1	2256	0.3648	Verified
YDR139C	RUB1	231	0.3896	Verified
YDR140W	MTQ2	663	0.3937	Verified
YDR141C	DOP1	5094	0.3614	Verified
YDR142C	PEX7	1125	0.3947	Verified
YDR143C	SAN1	1830	0.4339	Verified
YDR144C	MKC7	1788	0.4094	Verified
YDR145W	TAF12	1617	0.397	Verified
YDR146C	SWI5	2127	0.3808	Verified
YDR147W	EKI1	1602	0.3602	Verified
YDR148C	KGD2	1389	0.4305	Verified
YDR149C	YDR149C	705	0.3773	Verified
YDR150W	NUM1	8244	0.3834	Verified
YDR151C	CTH1	975	0.3815	Verified
