systematic_name	common_name	ensembl_transcript	refseq_transcript	entrez_id	cds_length	gc_content
ENSG00000174448	STARD6	ENST00000307844.4	NM_139171.2	147323	660	0.3788
ENSG00000134443	GRP	ENST00000256857.7	NM_002091.5	2922	444	0.5878
ENSG00000134438	RAX	ENST00000334889.4	NM_013435.3	30062	1038	0.7312
ENSG00000166569	CPLX4	ENST00000299721.3	NM_181654.4	339302	480	0.4208
ENSG00000197046	SIGLEC15	ENST00000389474.8	NM_213602.3	284266	984	0.7002
ENSG00000141431	ASXL3	ENST00000269197.12	NM_030632.3	80816	6744	0.4616
ENSG00000221887	HMSD	ENST00000408945.5	NM_001123366.2	284293	417	0.3789
ENSG00000175322	ZNF519	ENST00000590202.3	NM_145287.4	162655	1620	0.3691
ENSG00000222018	C21orf140	ENST00000410005.2	NM_001282537.2	101928147	753	0.4303
ENSG00000243627	SMIM34	ENST00000450895.2	NM_001367348.2	388820	417	0.5827
ENSG00000079101	CLUL1	ENST00000692774.1	NM_001393344.1	27098	1398	0.4235
ENSG00000242550	SERPINB10	ENST00000238508.8	NM_005024.3	5273	1191	0.4181
ENSG00000236396	SLC35G4	ENST00000588001.2	NM_001282300.2	646000	1014	0.6016
ENSG00000255112	CHMP1B	ENST00000526991.3	NM_020412.5	57132	597	0.5427
ENSG00000179981	TSHZ1	ENST00000580243.3	NM_001308210.2	10194	3231	0.5859
ENSG00000212938	KRTAP6-3	ENST00000391624.2	NM_001433434.1	337968	309	0.5858
ENSG00000130856	ZNF236	ENST00000320610.14	NM_001306089.2	7776	5541	0.5365
ENSG00000182093	GET1	ENST00000649170.1	NM_004627.6	7485	522	0.5019
ENSG00000173213	TUBB8B	ENST00000308911.9	NM_001358689.2	260334	1332	0.5803
ENSG00000180011	PTGR3	ENST00000322342.4	NM_175907.6	284273	1131	0.5349
ENSG00000170579	DLGAP1	ENST00000315677.8	NM_004746.4	9229	2931	0.5916
ENSG00000205726	ITSN1	ENST00000381318.8	NM_003024.3	6453	5163	0.485
ENSG00000187323	DCC	ENST00000442544.7	NM_005215.4	1630	4341	0.49
ENSG00000274821	SERPINA2	ENST00000616052.3	NM_006220.3	390502	1263	0.5091
ENSG00000171873	ADRA1D	ENST00000379453.6	NM_000678.4	146	1716	0.7028
ENSG00000125903	DEFB129	ENST00000246105.4	NM_080831.4	140881	549	0.4262
ENSG00000178591	DEFB125	ENST00000382410.3	NM_153325.4	245938	468	0.4124
ENSG00000173404	INSM1	ENST00000310227.3	NM_002196.3	3642	1530	0.7562
ENSG00000185982	DEFB128	ENST00000334391.5	NM_001037732.3	245939	279	0.3943
ENSG00000067900	ROCK1	ENST00000399799.3	NM_005406.3	6093	4062	0.3772
ENSG00000125788	DEFB126	ENST00000382398.4	NM_030931.4	81623	333	0.4444
ENSG00000132640	BTBD3	ENST00000378226.7	NM_014962.4	22903	1566	0.4802
ENSG00000101230	ISM1	ENST00000262487.5	NM_080826.2	140862	1392	0.5855
ENSG00000206026	SMIM21	ENST00000579022.5	NM_001037331.3	284274	303	0.4389
ENSG00000170369	CST2	ENST00000304725.3	NM_001322.3	1470	423	0.565
ENSG00000215397	SCRT2	ENST00000246104.7	NM_033129.4	85508	921	0.7351
ENSG00000088782	DEFB127	ENST00000382388.4	NM_139074.4	140850	297	0.4108
ENSG00000215547	DEFB115	ENST00000400552.1	NM_001037730.1	245929	264	0.4318
ENSG00000101447	FAM83D	ENST00000619850.2	NM_030919.3	81610	1755	0.5635
ENSG00000158445	KCNB1	ENST00000371741.6	NM_004975.4	3745	2574	0.5513
ENSG00000124089	MC3R	ENST00000243911.2	NM_019888.3	4159	969	0.5697
ENSG00000054803	CBLN4	ENST00000064571.3	NM_080617.6	140689	603	0.5423
ENSG00000141437	SLC25A52	ENST00000269205.7	NM_001034172.4	147407	891	0.4388
ENSG00000130701	RBBP8NL	ENST00000252998.2	NM_080833.3	140893	1992	0.6752
ENSG00000124225	PMEPA1	ENST00000341744.8	NM_020182.5	56937	861	0.6504
ENSG00000101115	SALL4	ENST00000217086.9	NM_020436.5	57167	3159	0.5704
ENSG00000132631	SCP2D1	ENST00000377428.4	NM_178483.3	140856	468	0.4936
ENSG00000125533	BHLHE23	ENST00000612929.2	NM_080606.4	128408	723	0.74
ENSG00000179242	CDH4	ENST00000614565.5	NM_001794.5	1002	2748	0.6033
ENSG00000184402	SS18L1	ENST00000331758.8	NM_198935.3	26039	1188	0.6515
ENSG00000196074	SYCP2	ENST00000357552.8	NM_014258.4	10388	4590	0.3468
ENSG00000130702	LAMA5	ENST00000252999.7	NM_005560.6	3911	11085	0.6693
ENSG00000124232	RBPJL	ENST00000343694.8	NM_014276.4	11317	1551	0.6248
ENSG00000124251	TP53TG5	ENST00000372726.5	NM_014477.3	27296	870	0.5276
ENSG00000101162	TUBB1	ENST00000217133.2	NM_030773.4	81027	1353	0.558
ENSG00000125975	C20orf173	ENST00000444723.3	NM_001145350.2	140873	606	0.5413
ENSG00000160282	FTCD	ENST00000397746.8	NM_206965.2	10841	1623	0.6556
ENSG00000197296	FITM2	ENST00000396825.4	NM_001080472.4	128486	786	0.5712
ENSG00000124196	GTSF1L	ENST00000373003.2	NM_176791.4	149699	444	0.5045
ENSG00000099985	OSM	ENST00000215781.3	NM_020530.6	5008	756	0.631
ENSG00000125879	OTOR	ENST00000246081.3	NM_020157.4	56914	384	0.4583
ENSG00000101074	R3HDML	ENST00000217043.4	NM_178491.4	140902	759	0.5955
ENSG00000100365	NCF4	ENST00000248899.11	NM_000631.5	4689	1017	0.5801
ENSG00000101197	BIRC7	ENST00000217169.8	NM_139317.3	79444	894	0.6678
ENSG00000101198	NKAIN4	ENST00000370316.8	NM_152864.4	128414	624	0.5994
ENSG00000241945	PWP2	ENST00000291576.12	NM_005049.3	5822	2757	0.5702
ENSG00000101204	CHRNA4	ENST00000370263.9	NM_000744.7	1137	1881	0.6406
ENSG00000100346	CACNA1I	ENST00000402142.4	NM_021096.4	8911	6669	0.6337
ENSG00000125863	MKKS	ENST00000347364.7	NM_170784.3	8195	1710	0.4287
ENSG00000142156	COL6A1	ENST00000361866.8	NM_001848.3	1291	3084	0.6505
ENSG00000260903	XKR7	ENST00000562532.3	NM_001011718.2	343702	1737	0.6707
ENSG00000126003	PLAGL2	ENST00000246229.5	NM_002657.3	5326	1488	0.5827
ENSG00000125998	FAM83C	ENST00000374408.4	NM_178468.6	128876	2241	0.6381
ENSG00000101405	OXT	ENST00000217386.2	NM_000915.4	5020	375	0.7253
ENSG00000160223	ICOSLG	ENST00000407780.8	NM_015259.6	23308	906	0.5762
ENSG00000101200	AVP	ENST00000380293.3	NM_000490.5	551	492	0.7297
ENSG00000179772	FOXS1	ENST00000375978.5	NM_004118.4	2307	990	0.6455
ENSG00000125850	OVOL2	ENST00000278780.7	NM_021220.4	58495	825	0.6206
ENSG00000159267	HLCS	ENST00000674895.3	NM_001352514.2	3141	2619	0.5296
ENSG00000232838	PET117	ENST00000432901.4	NM_001164811.2	100303755	243	0.4856
ENSG00000159261	CLDN14	ENST00000399135.6	NM_001146079.2	23562	717	0.6444
ENSG00000125900	SIRPD	ENST00000381623.4	NM_178460.3	128646	591	0.5127
ENSG00000124104	SNX21	ENST00000491381.6	NM_033421.4	90203	1119	0.6649
ENSG00000176177	ENTHD1	ENST00000325157.7	NM_152512.4	150350	1821	0.4239
ENSG00000160179	ABCG1	ENST00000398449.8	NM_016818.3	9619	1998	0.5731
ENSG00000128342	LIF	ENST00000249075.4	NM_002309.5	3976	606	0.599
ENSG00000100106	TRIOBP	ENST00000644935.1	NM_001039141.3	11078	7095	0.6266
ENSG00000149609	C20orf144	ENST00000375222.4	NM_080825.4	128864	459	0.6906
ENSG00000101292	PROKR2	ENST00000678254.1	NM_144773.4	128674	1152	0.546
ENSG00000125888	BANF2	ENST00000246090.6	NM_178477.5	140836	270	0.5222
ENSG00000198900	TOP1	ENST00000361337.3	NM_003286.4	7150	2295	0.4314
ENSG00000171864	PRND	ENST00000305817.3	NM_012409.4	23627	528	0.6023
ENSG00000188636	RTL6	ENST00000341255.4	NM_032287.3	84247	717	0.6262
ENSG00000204103	MAFB	ENST00000373313.3	NM_005461.5	9935	969	0.6718
ENSG00000130943	PKDREJ	ENST00000253255.7	NM_006071.2	10343	6759	0.4771
ENSG00000124107	SLPI	ENST00000338380.2	NM_003064.4	6590	396	0.5303
ENSG00000101446	SPINT3	ENST00000217428.7	NM_006652.2	10816	267	0.4532
ENSG00000138944	SHISAL1	ENST00000381176.5	NM_001099294.2	85352	597	0.5829
ENSG00000142178	SIK1	ENST00000270162.8	NM_173354.5	150094	2349	0.6394
ENSG00000101448	EPPIN	ENST00000354280.9	NM_020398.4	57119	399	0.4411
ENSG00000124116	WFDC3	ENST00000243938.9	NM_080614.2	140686	693	0.531
ENSG00000159216	RUNX1	ENST00000675419.1	NM_001754.5	861	1440	0.6292
ENSG00000128276	RFPL3	ENST00000249007.4	NM_001098535.1	10738	951	0.5205
ENSG00000196431	CRYBA4	ENST00000354760.4	NM_001886.3	1413	588	0.5969
ENSG00000101470	TNNC2	ENST00000372555.8	NM_003279.3	7125	480	0.5833
ENSG00000160233	LRRC3	ENST00000291592.6	NM_030891.6	81543	771	0.668
ENSG00000157617	C2CD2	ENST00000380486.4	NM_015500.2	25966	2088	0.5958
ENSG00000101188	NTSR1	ENST00000370501.4	NM_002531.3	4923	1254	0.6523
ENSG00000186458	DEFB132	ENST00000382376.4	NM_207469.3	400830	285	0.5193
ENSG00000247315	ZCCHC3	ENST00000500893.4	NM_033089.7	85364	1209	0.694
ENSG00000124098	FAM210B	ENST00000371384.4	NM_080821.3	116151	576	0.5799
ENSG00000133454	MYO18B	ENST00000335473.12	NM_032608.7	84700	7701	0.5827
ENSG00000124103	FAM209A	ENST00000371328.5	NM_001012971.4	200232	513	0.4854
ENSG00000213714	FAM209B	ENST00000371325.1	NM_001013646.4	388799	513	0.4795
ENSG00000124201	ZNFX1	ENST00000396105.6	NM_021035.3	57169	5754	0.516
ENSG00000160180	TFF3	ENST00000518498.3	NM_003226.4	7033	240	0.6208
ENSG00000243646	IL10RB	ENST00000290200.7	NM_000628.5	3588	975	0.4738
ENSG00000124217	MOCS3	ENST00000244051.3	NM_014484.5	27304	1380	0.5978
ENSG00000242220	TCP10L	ENST00000300258.8	NM_144659.7	140290	645	0.5256
ENSG00000185272	RBM11	ENST00000400577.4	NM_144770.5	54033	843	0.4294
ENSG00000142185	TRPM2	ENST00000397928.6	NM_003307.4	7226	4509	0.6128
ENSG00000177732	SOX12	ENST00000342665.5	NM_006943.4	6666	945	0.7302
ENSG00000184226	PCDH9	ENST00000377865.7	NM_203487.3	5101	3711	0.4565
ENSG00000170373	CST1	ENST00000304749.7	NM_001898.3	1469	423	0.5485
ENSG00000124257	NEURL2	ENST00000372518.5	NM_080749.4	140825	855	0.6655
ENSG00000168634	WFDC13	ENST00000305479.3	NM_172005.2	164237	279	0.4946
ENSG00000149651	SPINT4	ENST00000279058.4	NM_178455.3	391253	297	0.3939
ENSG00000179750	APOBEC3B	ENST00000333467.4	NM_004900.5	9582	1146	0.534
ENSG00000258713	C20orf141	ENST00000603872.2	NM_001256538.2	128653	495	0.6263
ENSG00000198326	TMEM239	ENST00000380585.2	NM_001167670.3	100288797	456	0.6425
ENSG00000125878	TCF15	ENST00000246080.4	NM_004609.4	6939	597	0.7571
ENSG00000149634	SPATA25	ENST00000372519.4	NM_080608.4	128497	681	0.6285
ENSG00000125508	SRMS	ENST00000217188.2	NM_080823.4	6725	1464	0.6605
ENSG00000124203	ZNF831	ENST00000371030.4	NM_178457.3	128611	5031	0.6221
ENSG00000078699	CBFA2T2	ENST00000342704.11	NM_001032999.3	9139	1785	0.5384
ENSG00000243156	MICAL3	ENST00000441493.7	NM_015241.3	57553	6006	0.5871
ENSG00000288649	ACTL10	ENST00000677665.1	NM_001024675.2	170487	735	0.6898
ENSG00000155304	HSPA13	ENST00000285667.4	NM_006948.5	6782	1413	0.4268
ENSG00000198862	LTN1	ENST00000361371.10	NM_015565.3	26046	5298	0.3911
ENSG00000125823	CSTL1	ENST00000347397.5	NM_138283.1	128817	435	0.4897
ENSG00000149635	OCSTAMP	ENST00000279028.3	NM_080721.3	128506	1698	0.6284
ENSG00000158296	SLC13A3	ENST00000279027.9	NM_022829.6	64849	1806	0.5803
ENSG00000184787	UBE2G2	ENST00000345496.7	NM_003343.6	7327	495	0.5293
ENSG00000100312	ACR	ENST00000216139.10	NM_001097.3	49	1263	0.5724
ENSG00000124140	SLC12A5	ENST00000243964.7	NM_020708.5	57468	3348	0.5765
ENSG00000075275	CELSR1	ENST00000674500.2	NM_001378328.1	9620	9057	0.6405
ENSG00000160218	TRAPPC10	ENST00000291574.9	NM_003274.5	7109	3777	0.5184
ENSG00000188677	PARVB	ENST00000338758.12	NM_013327.5	29780	1092	0.576
ENSG00000177504	VCX2	ENST00000317103.5	NM_016378.3	51480	417	0.6451
ENSG00000125363	AMELX	ENST00000380714.7	NM_001142.2	265	573	0.6003
ENSG00000149474	KAT14	ENST00000688188.1	NM_001392073.1	57325	2343	0.4836
ENSG00000169084	DHRSX	ENST00000334651.11	NM_145177.3	207063	990	0.5596
ENSG00000177138	FAM9B	ENST00000327220.10	NM_205849.3	171483	558	0.405
ENSG00000100138	SNU13	ENST00000401959.6	NM_001003796.2	4809	384	0.5443
ENSG00000183304	FAM9A	ENST00000381003.7	NM_174951.3	171482	996	0.4729
ENSG00000125780	TGM3	ENST00000381458.6	NM_003245.4	7053	2079	0.5411
ENSG00000166948	TGM6	ENST00000202625.7	NM_198994.3	343641	2118	0.5944
ENSG00000126010	GRPR	ENST00000380289.3	NM_005314.3	2925	1152	0.5122
ENSG00000177324	BEND2	ENST00000380033.9	NM_153346.5	139105	2397	0.4522
ENSG00000236444	UBE2L5	ENST00000635918.2	NM_001355247.2	171222	462	0.4675
ENSG00000234409	CCDC188	ENST00000439765.4	NM_001365892.2	388849	1206	0.6633
ENSG00000281106	TMEM272	ENST00000629372.3	NM_001351003.2	283521	561	0.5276
ENSG00000101438	SLC32A1	ENST00000217420.2	NM_080552.3	140679	1575	0.6248
ENSG00000185915	KLHL34	ENST00000379499.3	NM_153270.3	257240	1932	0.6801
ENSG00000149646	CNBD2	ENST00000373973.7	NM_001365709.1	140894	1728	0.4925
ENSG00000040608	RTN4R	ENST00000043402.8	NM_023004.6	65078	1419	0.6751
ENSG00000157542	KCNJ6	ENST00000609713.2	NM_002240.5	3763	1269	0.4988
ENSG00000149970	CNKSR2	ENST00000379510.5	NM_014927.5	22866	3102	0.4442
ENSG00000160214	RRP1	ENST00000497547.2	NM_003683.6	8568	1383	0.5958
ENSG00000130699	TAF4	ENST00000252996.9	NM_003185.4	6874	3255	0.6691
ENSG00000215595	C20orf202	ENST00000400633.3	NM_001394958.1	400831	297	0.6128
ENSG00000158901	WFDC8	ENST00000289953.3	NM_130896.3	90199	723	0.4869
ENSG00000182035	ADIG	ENST00000537425.3	NM_001393816.1	149685	240	0.5167
ENSG00000215251	FASTKD5	ENST00000380266.4	NM_021826.5	60493	2292	0.4538
ENSG00000172315	TP53RK	ENST00000372114.4	NM_033550.4	112858	759	0.5758
ENSG00000102539	MLNR	ENST00000218721.1	NM_001507.1	2862	1236	0.6699
ENSG00000124237	CIMIP1	ENST00000371168.4	NM_178456.3	128602	411	0.5693
ENSG00000124227	ANKRD60	ENST00000457363.2	NM_001304369.2	140731	1035	0.6232
ENSG00000167098	SUN5	ENST00000356173.8	NM_080675.4	140732	1137	0.5523
ENSG00000186191	BPIFB4	ENST00000375483.4	NM_182519.3	149954	1842	0.5733
ENSG00000131050	BPIFA2	ENST00000354932.6	NM_080574.4	140683	747	0.498
ENSG00000241837	ATP5PO	ENST00000290299.7	NM_001697.3	539	639	0.471
ENSG00000131059	BPIFA3	ENST00000375454.8	NM_178466.5	128861	762	0.5184
ENSG00000186190	BPIFB3	ENST00000375494.4	NM_001376932.3	359710	1416	0.5883
ENSG00000102466	FGF14	ENST00000376143.5	NM_004115.4	2259	741	0.502
ENSG00000101444	AHCY	ENST00000217426.7	NM_000687.4	191	1296	0.5856
ENSG00000102554	KLF5	ENST00000377687.6	NM_001730.5	688	1371	0.5551
ENSG00000102445	RUBCNL	ENST00000429979.6	NM_025113.5	80183	1986	0.4844
ENSG00000101003	GINS1	ENST00000262460.5	NM_021067.5	9837	588	0.4371
ENSG00000157540	DYRK1A	ENST00000647188.2	NM_001347721.2	1859	2262	0.4655
ENSG00000232388	SMIM26	ENST00000411646.2	NM_001348957.2	388789	285	0.4737
ENSG00000073150	PANX2	ENST00000395842.3	NM_052839.4	56666	2031	0.68
ENSG00000088386	SLC15A1	ENST00000376503.10	NM_005073.4	6564	2124	0.4661
ENSG00000100292	HMOX1	ENST00000216117.9	NM_002133.3	3162	864	0.6134
ENSG00000054796	SPO11	ENST00000371263.8	NM_012444.3	23626	1188	0.4007
ENSG00000166862	CACNG2	ENST00000300105.7	NM_006078.5	10369	969	0.5593
ENSG00000100191	SLC5A4	ENST00000266086.6	NM_014227.3	6527	1977	0.5033
ENSG00000100298	APOBEC3H	ENST00000442487.8	NM_181773.5	164668	549	0.5337
ENSG00000132819	RBM38	ENST00000356208.10	NM_017495.6	55544	717	0.6848
ENSG00000204548	DEFB121	ENST00000376314.3	NM_001011878.3	245934	228	0.4298
ENSG00000180424	DEFB123	ENST00000376309.4	NM_153324.4	245936	201	0.4527
ENSG00000180383	DEFB124	ENST00000317676.3	NM_001037500.2	245937	213	0.5305
ENSG00000197183	NOL4L	ENST00000621426.7	NM_001256798.2	140688	2040	0.6245
ENSG00000185264	CIMIP4	ENST00000381821.2	NM_001163857.2	339669	840	0.5655
ENSG00000182957	SPATA13	ENST00000382108.8	NM_001166271.3	221178	3831	0.5826
ENSG00000124134	KCNS1	ENST00000537075.3	NM_001322799.2	3787	1578	0.6616
ENSG00000161180	CCDC116	ENST00000292779.4	NM_152612.3	164592	1839	0.6145
ENSG00000169906	S100G	ENST00000380200.3	NM_004057.3	795	237	0.384
ENSG00000187516	H2AP	ENST00000341016.5	NM_012274.2	25763	351	0.4872
ENSG00000182798	MAGEB17	ENST00000400004.6	NM_001277307.2	645864	1008	0.5655
ENSG00000168703	WFDC12	ENST00000372785.3	NM_080869.2	128488	333	0.5345
ENSG00000124157	SEMG2	ENST00000372769.4	NM_003008.3	6407	1746	0.3923
ENSG00000189132	FAM47B	ENST00000329357.6	NM_152631.3	170062	1935	0.5494
ENSG00000215545	DEFB116	ENST00000400549.1	NM_001037731.1	245930	306	0.4346
ENSG00000100023	PPIL2	ENST00000398831.8	NM_014337.4	23759	1560	0.5462
ENSG00000131068	DEFB118	ENST00000253381.3	NM_054112.3	117285	369	0.458
ENSG00000177689	MAGEB10	ENST00000356790.2	NM_182506.3	139422	1041	0.4832
ENSG00000180483	DEFB119	ENST00000376321.4	NM_153289.4	245932	252	0.4603
ENSG00000102313	ITIH6	ENST00000218436.7	NM_198510.3	347365	3939	0.5509
ENSG00000125813	PAX1	ENST00000613128.5	NM_001257096.2	5075	1371	0.6966
ENSG00000102043	MTMR8	ENST00000374852.4	NM_017677.4	55613	2112	0.4678
ENSG00000175121	WFDC5	ENST00000372789.6	NM_145652.4	149708	369	0.6341
ENSG00000088881	EBF4	ENST00000609451.6	NM_001395167.1	57593	1806	0.6595
ENSG00000008086	CDKL5	ENST00000623535.2	NM_001323289.2	6792	2880	0.4719
ENSG00000131044	TTLL9	ENST00000535842.6	NM_001008409.5	164395	1317	0.5406
ENSG00000160201	U2AF1	ENST00000291552.9	NM_006758.3	7307	720	0.5389
ENSG00000126218	F10	ENST00000375559.8	NM_000504.4	2159	1464	0.5936
ENSG00000125522	NPBWR2	ENST00000684052.1	NM_005286.4	2832	999	0.6306
ENSG00000100027	YPEL1	ENST00000339468.8	NM_013313.5	29799	357	0.5238
ENSG00000132671	SSTR4	ENST00000255008.5	NM_001052.4	6754	1164	0.6598
ENSG00000178726	THBD	ENST00000377103.3	NM_000361.3	7056	1725	0.6841
ENSG00000183798	EMILIN3	ENST00000332312.4	NM_052846.2	90187	2298	0.6497
ENSG00000183260	ABHD16B	ENST00000369916.5	NM_080622.4	140701	1407	0.7008
ENSG00000130590	SAMD10	ENST00000369886.8	NM_080621.5	140700	606	0.6733
ENSG00000100285	NEFH	ENST00000310624.7	NM_021076.4	4744	3060	0.5984
ENSG00000169508	GPR183	ENST00000376414.5	NM_004951.5	1880	1083	0.4127
ENSG00000101251	SEL1L2	ENST00000284951.10	NM_025229.2	80343	2064	0.4012
ENSG00000122025	FLT3	ENST00000241453.12	NM_004119.3	2322	2979	0.4344
ENSG00000165164	CFAP47	ENST00000378653.8	NM_001304548.2	286464	9561	0.3869
ENSG00000100003	SEC14L2	ENST00000615189.5	NM_012429.5	23541	1209	0.5327
ENSG00000172264	MACROD2	ENST00000684519.1	NM_001351661.2	140733	1344	0.4278
ENSG00000268994	FAM236B	ENST00000596535.3	NM_001348072.1	100132304	237	0.5781
ENSG00000102804	TSC22D1	ENST00000458659.3	NM_183422.4	8848	3219	0.5057
ENSG00000230797	YY2	ENST00000429584.3	NM_206923.4	404281	1116	0.5358
ENSG00000147081	AKAP4	ENST00000358526.7	NM_003886.3	8852	2562	0.4641
ENSG00000165621	OXGR1	ENST00000541038.2	NM_001346194.2	27199	1011	0.4461
ENSG00000185808	PIGP	ENST00000360525.9	NM_153682.3	51227	402	0.398
ENSG00000102221	JADE3	ENST00000614628.5	NM_014735.5	9767	2469	0.4881
ENSG00000185513	L3MBTL1	ENST00000418998.7	NM_001377303.1	26013	2586	0.5959
ENSG00000133115	STOML3	ENST00000379631.9	NM_145286.3	161003	873	0.4948
ENSG00000132975	GPR12	ENST00000405846.5	NM_005288.4	2835	1002	0.5569
ENSG00000134864	GGACT	ENST00000683975.1	NM_001195087.2	87769	459	0.7059
ENSG00000189299	FOXR2	ENST00000339140.5	NM_198451.4	139628	933	0.507
ENSG00000187601	MAGEH1	ENST00000342972.3	NM_014061.5	28986	657	0.5556
ENSG00000080618	CPB2	ENST00000181383.10	NM_001872.5	1361	1269	0.4232
ENSG00000156239	HEMK2	ENST00000303775.10	NM_013240.6	29104	642	0.4969
ENSG00000206203	TSSK2	ENST00000399635.4	NM_053006.5	23617	1074	0.5801
ENSG00000063515	GSC2	ENST00000086933.3	NM_005315.2	2928	615	0.7593
ENSG00000196468	FGF16	ENST00000439435.3	NM_003868.3	8823	621	0.5636
ENSG00000100218	RSPH14	ENST00000216036.9	NM_014433.3	27156	1044	0.5785
ENSG00000147183	CPXCR1	ENST00000276127.9	NM_033048.6	53336	903	0.3965
ENSG00000174740	PABPC5	ENST00000312600.4	NM_080832.3	140886	1146	0.4878
ENSG00000156299	TIAM1	ENST00000541036.6	NM_001353694.2	7074	4773	0.5374
ENSG00000186288	PABPC1L2A	ENST00000373519.1	NM_001012977.3	340529	600	0.5817
ENSG00000174225	ARL13A	ENST00000450049.7	NM_001162491.2	392509	768	0.4427
ENSG00000100129	EIF3L	ENST00000652021.1	NM_016091.4	51386	1692	0.487
ENSG00000165288	BRWD3	ENST00000373275.5	NM_153252.5	254065	5406	0.4314
ENSG00000170191	NANP	ENST00000304788.4	NM_152667.3	140838	744	0.4489
ENSG00000053438	NNAT	ENST00000649451.1	NM_005386.4	4826	243	0.6132
ENSG00000120675	DNAJC15	ENST00000379221.4	NM_013238.3	29103	450	0.4667
ENSG00000151778	SERP2	ENST00000379179.8	NM_001010897.3	387923	195	0.5077
ENSG00000158813	EDA	ENST00000374552.9	NM_001399.5	1896	1173	0.5865
ENSG00000118922	KLF12	ENST00000703967.1	NM_001400136.1	11278	1206	0.4834
ENSG00000182621	PLCB1	ENST00000338037.11	NM_015192.4	23236	3648	0.4441
ENSG00000165475	CRYL1	ENST00000298248.12	NM_015974.3	51084	957	0.5287
ENSG00000198934	MAGEE1	ENST00000361470.4	NM_020932.3	57692	2871	0.5744
ENSG00000102760	RGCC	ENST00000379359.4	NM_014059.3	28984	411	0.5985
ENSG00000153779	TGIF2LX	ENST00000283891.6	NM_138960.4	90316	723	0.5463
ENSG00000100207	TCF20	ENST00000677622.1	NM_001378418.1	6942	5880	0.5211
ENSG00000057593	F7	ENST00000346342.8	NM_019616.4	2155	1332	0.6239
ENSG00000170925	TEX13B	ENST00000302917.1	NM_031273.2	56156	936	0.5865
ENSG00000217442	SYCE3	ENST00000406915.4	NM_001123225.3	644186	264	0.5076
ENSG00000186675	MAGEE2	ENST00000373359.4	NM_138703.5	139599	1569	0.4984
ENSG00000047597	XK	ENST00000378616.5	NM_021083.4	7504	1332	0.5113
ENSG00000047648	ARHGAP6	ENST00000337414.9	NM_013427.3	395	2922	0.5801
ENSG00000206140	TMEM191C	ENST00000536718.3	NM_001388354.1	645426	906	0.6733
ENSG00000189060	H1-0	ENST00000340857.4	NM_005318.4	3005	582	0.5687
ENSG00000184113	CLDN5	ENST00000618236.2	NM_001363066.2	7122	654	0.6835
ENSG00000184949	FAM227A	ENST00000535113.7	NM_001013647.2	646851	1710	0.4673
ENSG00000183246	RIMBP3C	ENST00000433039.2	NM_001128633.2	150221	4917	0.6392
ENSG00000100249	C22orf31	ENST00000216071.5	NM_015370.2	25770	870	0.5207
ENSG00000154642	C21orf91	ENST00000284881.9	NM_001100420.2	54149	891	0.4063
ENSG00000100034	PPM1F	ENST00000263212.10	NM_014634.4	9647	1362	0.63
ENSG00000136153	LMO7	ENST00000377534.8	NM_001306080.2	4008	4893	0.4576
ENSG00000147082	CCNB3	ENST00000376042.6	NM_033031.3	85417	4185	0.4588
ENSG00000159231	CBR3	ENST00000290354.6	NM_001236.4	874	831	0.5632
ENSG00000159079	CFAP298	ENST00000290155.8	NM_021254.4	56683	870	0.4862
ENSG00000196767	POU3F4	ENST00000644024.2	NM_000307.5	5456	1083	0.5965
ENSG00000283594	FAM236C	ENST00000636267.1	NM_001351111.1	109729126	237	0.5654
ENSG00000102055	PPP1R2C	ENST00000378131.4	NM_025210.2	80316	606	0.4983
ENSG00000183035	CYLC1	ENST00000329312.5	NM_021118.3	1538	1953	0.3543
ENSG00000147223	RIPPLY1	ENST00000276173.5	NM_138382.3	92129	453	0.5453
ENSG00000182463	TSHZ2	ENST00000371497.10	NM_173485.6	128553	3102	0.519
ENSG00000171940	ZNF217	ENST00000371471.7	NM_006526.3	7764	3144	0.4898
ENSG00000226372	DCAF8L1	ENST00000441525.4	NM_001017930.2	139425	1800	0.4956
ENSG00000186767	SPIN4	ENST00000374884.3	NM_001012968.3	139886	747	0.49
ENSG00000234965	SHISA8	ENST00000621082.2	NM_001207020.3	440829	1191	0.7641
ENSG00000198354	DCAF12L2	ENST00000360028.4	NM_001013628.3	340578	1389	0.6465
ENSG00000189401	OTUD6A	ENST00000338352.3	NM_207320.3	139562	864	0.6134
ENSG00000128313	APOL5	ENST00000249044.2	NM_030642.1	80831	1299	0.5327
ENSG00000196090	PTPRT	ENST00000373187.6	NM_007050.6	11122	4323	0.5621
ENSG00000102021	LUZP4	ENST00000371920.4	NM_016383.5	51213	939	0.4388
ENSG00000214491	SEC14L6	ENST00000402034.7	NM_001193336.4	730005	1191	0.5617
ENSG00000227234	SPANXB1	ENST00000449283.2	NM_032461.4	728695	309	0.5146
ENSG00000046774	MAGEC2	ENST00000247452.4	NM_016249.4	51438	1119	0.5094
