systematic_name	common_name	ensembl_transcript	cds_length	gc_content
ENSMUSG00000037106	Fer1l6	ENSMUST00000161028	5586	0.5068
ENSMUSG00000062373	Tmem65	ENSMUST00000072113	702	0.5556
ENSMUSG00000039330	Tsga10ip	ENSMUST00000235569	1710	0.5766
ENSMUSG00000022972	Cfap298	ENSMUST00000023694	870	0.5333
ENSMUSG00000041138	Nme8	ENSMUST00000091763	1758	0.4141
ENSMUSG00000025270	Alas2	ENSMUST00000066337	1761	0.5241
ENSMUSG00000037085	Trmt12	ENSMUST00000036937	1338	0.5389
ENSMUSG00000024914	Drap1	ENSMUST00000113674	636	0.5708
ENSMUSG00000037075	Rnf139	ENSMUST00000036904	2004	0.4366
ENSMUSG00000032735	Ablim3	ENSMUST00000166783	2046	0.5489
ENSMUSG00000115463	Gm49356	ENSMUST00000228787	207	0.628
ENSMUSG00000022150	Dab2	ENSMUST00000080880	2298	0.4878
ENSMUSG00000037957	Wdr20	ENSMUST00000095410	1707	0.5144
ENSMUSG00000022790	Igsf11	ENSMUST00000023478	1284	0.5382
ENSMUSG00000020591	Ntsr2	ENSMUST00000111064	1248	0.6194
ENSMUSG00000033792	Atp7a	ENSMUST00000055941	4476	0.4444
ENSMUSG00000068617	Clxn	ENSMUST00000090277	636	0.4072
ENSMUSG00000021244	Ylpm1	ENSMUST00000021670	6417	0.5077
ENSMUSG00000047423	AI837181	ENSMUST00000159759	894	0.6309
ENSMUSG00000024912	Fosl1	ENSMUST00000025850	819	0.6203
ENSMUSG00000045629	Sh3tc2	ENSMUST00000051720	3867	0.5526
ENSMUSG00000047462	Gpr141b	ENSMUST00000151029	897	0.4002
ENSMUSG00000095098	Ccdc85b	ENSMUST00000179549	606	0.6964
ENSMUSG00000053101	Gpr141	ENSMUST00000065335	915	0.4251
ENSMUSG00000025083	Afap1l2	ENSMUST00000111584	2529	0.5718
ENSMUSG00000022973	Synj1	ENSMUST00000121759	4821	0.4916
ENSMUSG00000021322	Aoah	ENSMUST00000021757	1722	0.4762
ENSMUSG00000045730	Adrb2	ENSMUST00000053640	1254	0.5295
ENSMUSG00000024400	Wdr33	ENSMUST00000025264	3990	0.5474
ENSMUSG00000056458	Mok	ENSMUST00000070565	1260	0.5016
ENSMUSG00000033777	Tlr13	ENSMUST00000040065	2973	0.4326
ENSMUSG00000062070	Pgk1	ENSMUST00000081593	1251	0.4972
ENSMUSG00000042320	Prox2	ENSMUST00000177289	1779	0.5638
ENSMUSG00000042869	Or2p2	ENSMUST00000215357	948	0.4525
ENSMUSG00000047242	Taf9b	ENSMUST00000113495	879	0.4937
ENSMUSG00000021666	Gfm2	ENSMUST00000161639	2337	0.4998
ENSMUSG00000021271	Zfp839	ENSMUST00000170060	2763	0.5679
ENSMUSG00000112449	Srp54b	ENSMUST00000110708	1512	0.4067
ENSMUSG00000079641	Rpl39	ENSMUST00000115231	153	0.451
ENSMUSG00000044982	Sft2d3	ENSMUST00000054984	636	0.7421
ENSMUSG00000026322	Htr4	ENSMUST00000027560	1164	0.5103
ENSMUSG00000022674	Ube2v2	ENSMUST00000115777	435	0.4046
ENSMUSG00000073012	Fnd3c2	ENSMUST00000091282	2823	0.424
ENSMUSG00000022673	Mcm4	ENSMUST00000023353	2586	0.4799
ENSMUSG00000024911	Fibp	ENSMUST00000025847	1092	0.5495
ENSMUSG00000094103	Fam177a2	ENSMUST00000177978	621	0.5169
ENSMUSG00000024395	Lims2	ENSMUST00000025254	1023	0.563
ENSMUSG00000005705	Agrp	ENSMUST00000005849	393	0.5776
ENSMUSG00000021276	Cinp	ENSMUST00000220607	786	0.5153
ENSMUSG00000036572	Upf3b	ENSMUST00000076265	1416	0.428
ENSMUSG00000038604	Ripor1	ENSMUST00000043531	3669	0.5756
ENSMUSG00000022974	Paxbp1	ENSMUST00000118522	2757	0.4762
ENSMUSG00000024910	Ctsw	ENSMUST00000025844	1113	0.5436
ENSMUSG00000052229	Gpr17	ENSMUST00000064016	1017	0.5723
ENSMUSG00000024388	Myo7b	ENSMUST00000134663	6339	0.5555
ENSMUSG00000021938	Pspc1	ENSMUST00000022507	1569	0.515
ENSMUSG00000016409	Nkap	ENSMUST00000016553	1245	0.49
ENSMUSG00000004789	Dlst	ENSMUST00000053811	1362	0.5257
ENSMUSG00000050891	Tatdn1	ENSMUST00000228538	885	0.4023
ENSMUSG00000005698	Ctcf	ENSMUST00000005841	2208	0.4896
ENSMUSG00000024909	Efemp2	ENSMUST00000070118	1386	0.5678
ENSMUSG00000036551	Akap14	ENSMUST00000046557	1608	0.4925
ENSMUSG00000016427	Ndufa1	ENSMUST00000016571	210	0.5238
ENSMUSG00000036537	Rnf113a1	ENSMUST00000046433	1023	0.5396
ENSMUSG00000055639	Dach1	ENSMUST00000071533	2253	0.5632
ENSMUSG00000031618	Nr3c2	ENSMUST00000034031	2952	0.5034
ENSMUSG00000073243	Gm9	ENSMUST00000101636	486	0.5021
ENSMUSG00000071773	Rhox1	ENSMUST00000115210	672	0.5342
ENSMUSG00000051827	Rhox2a	ENSMUST00000063340	573	0.5323
ENSMUSG00000039851	Epcip	ENSMUST00000035689	690	0.4841
ENSMUSG00000024384	Iws1	ENSMUST00000025243	2298	0.4765
ENSMUSG00000022708	Zbtb20	ENSMUST00000114694	2223	0.5767
ENSMUSG00000033737	Fndc3c1	ENSMUST00000039447	4068	0.4326
ENSMUSG00000022354	Ndufb9	ENSMUST00000022980	537	0.5345
ENSMUSG00000022149	C9	ENSMUST00000239466	1683	0.4343
ENSMUSG00000079108	Srp54c	ENSMUST00000218879	1512	0.4074
ENSMUSG00000050357	Carmil2	ENSMUST00000213019	4191	0.5991
ENSMUSG00000022148	Fyb1	ENSMUST00000090461	2457	0.4953
ENSMUSG00000040123	Zmym5	ENSMUST00000173954	1881	0.3961
ENSMUSG00000036523	Greb1	ENSMUST00000162112	5862	0.5647
ENSMUSG00000024386	Proc	ENSMUST00000234651	1380	0.571
ENSMUSG00000052821	Cysltr1	ENSMUST00000113480	1056	0.3835
ENSMUSG00000071772	Rhox3a	ENSMUST00000115203	645	0.5023
ENSMUSG00000031592	Pcm1	ENSMUST00000211247	6192	0.4109
ENSMUSG00000024906	Mus81	ENSMUST00000124334	1653	0.5941
ENSMUSG00000079639	Rhox4a	ENSMUST00000115194	615	0.5138
ENSMUSG00000021665	Hexb	ENSMUST00000022169	1608	0.4708
ENSMUSG00000037572	Wdhd1	ENSMUST00000187531	3354	0.452
ENSMUSG00000073010	Gm5127	ENSMUST00000101296	636	0.4088
ENSMUSG00000024383	Map3k2	ENSMUST00000096575	1857	0.4567
ENSMUSG00000095601	Rhox3a2	ENSMUST00000184565	645	0.5023
ENSMUSG00000022353	Mtss1	ENSMUST00000080371	2277	0.5736
ENSMUSG00000055341	Zfp457	ENSMUST00000049705	1941	0.3776
ENSMUSG00000094945	Rhox4a2	ENSMUST00000179915	615	0.5138
ENSMUSG00000047686	Rtl3	ENSMUST00000062010	1659	0.5533
ENSMUSG00000057842	Zfp595	ENSMUST00000109735	1875	0.3909
ENSMUSG00000079638	Rhox2b	ENSMUST00000115191	573	0.5253
ENSMUSG00000024382	Ercc3	ENSMUST00000025241	2349	0.5211
ENSMUSG00000049929	Lpar4	ENSMUST00000060576	1110	0.4243
ENSMUSG00000098781	Gm28044	ENSMUST00000044819	357	0.4426
ENSMUSG00000071771	Rhox4b	ENSMUST00000096458	615	0.5138
ENSMUSG00000021366	Hivep1	ENSMUST00000060148	8064	0.5252
ENSMUSG00000050921	P2ry10	ENSMUST00000053375	984	0.4451
ENSMUSG00000079637	Rhox2c	ENSMUST00000115190	573	0.5271
ENSMUSG00000056185	Snx32	ENSMUST00000237111	1353	0.5565
ENSMUSG00000071552	Tigit	ENSMUST00000096065	723	0.527
ENSMUSG00000021367	Edn1	ENSMUST00000021796	606	0.5066
ENSMUSG00000021022	Ppp2r3c	ENSMUST00000021410	1359	0.4157
ENSMUSG00000022672	Prkdc	ENSMUST00000023352	12384	0.4334
ENSMUSG00000054293	P2ry10b	ENSMUST00000067249	1056	0.4176
ENSMUSG00000109238	Tex51	ENSMUST00000207669	693	0.5195
ENSMUSG00000024135	Srbd1	ENSMUST00000095187	2943	0.4716
ENSMUSG00000041852	Tcf20	ENSMUST00000109510	5961	0.507
ENSMUSG00000090523	Gypc	ENSMUST00000174459	285	0.5614
ENSMUSG00000021662	Arhgef28	ENSMUST00000109426	5100	0.5206
ENSMUSG00000019235	Rps6kl1	ENSMUST00000221972	1632	0.5931
ENSMUSG00000024379	Tslp	ENSMUST00000025237	420	0.4429
ENSMUSG00000079636	Rhox3c	ENSMUST00000115188	645	0.5023
ENSMUSG00000038299	Wdr36	ENSMUST00000053663	2697	0.4557
ENSMUSG00000079635	Rhox4c	ENSMUST00000115183	615	0.5154
ENSMUSG00000100937	Nscme3l	ENSMUST00000189704	882	0.5431
ENSMUSG00000095698	Rhox2d	ENSMUST00000115179	573	0.5148
ENSMUSG00000024922	Ovol1	ENSMUST00000025861	801	0.588
ENSMUSG00000050310	Rictor	ENSMUST00000061656	5124	0.4573
ENSMUSG00000079633	Rhox4d	ENSMUST00000115175	615	0.5122
ENSMUSG00000048379	Socs4	ENSMUST00000065562	1308	0.4472
ENSMUSG00000004791	Pgf	ENSMUST00000223220	486	0.5103
ENSMUSG00000049562	Ap5b1	ENSMUST00000235575	2628	0.6161
ENSMUSG00000073008	Gpr174	ENSMUST00000101294	1005	0.399
ENSMUSG00000038000	Acd	ENSMUST00000042608	1248	0.5825
ENSMUSG00000021945	Zmym2	ENSMUST00000022511	4128	0.4128
ENSMUSG00000024925	Rnaseh2c	ENSMUST00000025864	498	0.6566
ENSMUSG00000071267	Zfp942	ENSMUST00000091879	1458	0.356
ENSMUSG00000053347	Zfp943	ENSMUST00000055349	1521	0.3563
ENSMUSG00000021275	Tecpr2	ENSMUST00000165978	4269	0.5481
ENSMUSG00000063383	Zfp947	ENSMUST00000080249	1311	0.3654
ENSMUSG00000024921	Smarca2	ENSMUST00000176030	4803	0.5303
ENSMUSG00000096788	Rhox2e	ENSMUST00000072167	573	0.5323
ENSMUSG00000096433	Zfp994	ENSMUST00000179996	1983	0.3575
ENSMUSG00000117284	Gm7072	ENSMUST00000233465	2067	0.3585
ENSMUSG00000033972	Zfp944	ENSMUST00000115535	1476	0.3537
ENSMUSG00000021840	Mapk1ip1l	ENSMUST00000166743	726	0.5992
ENSMUSG00000031239	Itm2a	ENSMUST00000033591	789	0.4753
ENSMUSG00000044501	Zfp758	ENSMUST00000149699	1749	0.3591
ENSMUSG00000038128	Camk4	ENSMUST00000234205	1407	0.5131
ENSMUSG00000059626	Rhox3e	ENSMUST00000115198	645	0.5023
ENSMUSG00000050335	Lgals3	ENSMUST00000142734	792	0.572
ENSMUSG00000031591	Asah1	ENSMUST00000034000	1182	0.4281
ENSMUSG00000071266	Zfp946	ENSMUST00000120222	1569	0.3525
ENSMUSG00000071770	Rhox4e	ENSMUST00000089075	615	0.5122
ENSMUSG00000024378	Stard4	ENSMUST00000025236	672	0.4732
ENSMUSG00000095741	Rhox2f	ENSMUST00000115173	573	0.5288
ENSMUSG00000053375	Atp6v1e2	ENSMUST00000233995	678	0.5251
ENSMUSG00000095510	Rhox3f	ENSMUST00000184451	645	0.5008
ENSMUSG00000004788	Eif2b2	ENSMUST00000004910	1053	0.5632
ENSMUSG00000024143	Rhoq	ENSMUST00000024956	615	0.4878
ENSMUSG00000079630	Rhox4f	ENSMUST00000115170	615	0.5106
ENSMUSG00000042834	Nrep	ENSMUST00000168890	204	0.5245
ENSMUSG00000080933	Rhox3g	ENSMUST00000119965	480	0.5167
ENSMUSG00000095093	Vmn2r111	ENSMUST00000092491	2571	0.3979
ENSMUSG00000079629	Rhox2g	ENSMUST00000115169	573	0.5166
ENSMUSG00000021023	Prorp	ENSMUST00000021411	1752	0.4555
ENSMUSG00000022064	Pibf1	ENSMUST00000022650	2268	0.4083
ENSMUSG00000087651	1500009L16Rik	ENSMUST00000150459	189	0.5344
ENSMUSG00000031241	Tbx22	ENSMUST00000168174	1593	0.4664
ENSMUSG00000024376	Epb41l4a	ENSMUST00000025234	2058	0.4883
ENSMUSG00000024145	Pigf	ENSMUST00000024957	657	0.4231
ENSMUSG00000022705	Drd3	ENSMUST00000229953	1434	0.5411
ENSMUSG00000005699	Pard6a	ENSMUST00000093195	1038	0.5925
ENSMUSG00000039031	Arhgap18	ENSMUST00000039557	1989	0.461
ENSMUSG00000037531	Mrpl47	ENSMUST00000043966	756	0.4497
ENSMUSG00000024146	Cript	ENSMUST00000024959	303	0.4323
ENSMUSG00000059586	Nsmce2	ENSMUST00000227173	819	0.4322
ENSMUSG00000094921	Vmn2r112	ENSMUST00000097381	2571	0.3952
ENSMUSG00000039167	Adgrl4	ENSMUST00000046977	2217	0.4461
ENSMUSG00000022671	Mzt2	ENSMUST00000023351	477	0.6059
ENSMUSG00000031590	Frg1	ENSMUST00000033999	774	0.4251
ENSMUSG00000020171	Yeats4	ENSMUST00000020382	681	0.4361
ENSMUSG00000037104	Socs5	ENSMUST00000041369	1608	0.5068
ENSMUSG00000071637	Cebpd	ENSMUST00000096232	804	0.704
ENSMUSG00000041974	Spidr	ENSMUST00000040248	2799	0.4777
ENSMUSG00000032501	Trib1	ENSMUST00000067543	1116	0.5941
ENSMUSG00000059142	Zfp945	ENSMUST00000088696	2382	0.3745
ENSMUSG00000079628	Rhox4g	ENSMUST00000115166	615	0.5187
ENSMUSG00000007817	Zmiz1	ENSMUST00000162645	3216	0.597
ENSMUSG00000054728	Phactr1	ENSMUST00000110161	1947	0.546
ENSMUSG00000013155	Enkd1	ENSMUST00000013299	1038	0.6108
ENSMUSG00000058099	Nfam1	ENSMUST00000231165	792	0.5202
ENSMUSG00000020177	Lyz3	ENSMUST00000159193	453	0.468
ENSMUSG00000031242	Chmp1b2	ENSMUST00000120722	597	0.4221
ENSMUSG00000041482	Piezo2	ENSMUST00000047480	8472	0.4917
ENSMUSG00000027673	Ndufb5	ENSMUST00000127477	567	0.5044
ENSMUSG00000021245	Mlh3	ENSMUST00000220854	4329	0.4359
ENSMUSG00000013158	4933405L10Rik	ENSMUST00000013302	921	0.5939
ENSMUSG00000092111	Vmn2r113	ENSMUST00000170322	2568	0.4015
ENSMUSG00000069516	Lyz2	ENSMUST00000092163	444	0.5023
ENSMUSG00000071769	Rhox3h	ENSMUST00000096457	645	0.5023
ENSMUSG00000037148	Arhgap10	ENSMUST00000076316	2358	0.5004
ENSMUSG00000024150	Mcfd2	ENSMUST00000024963	435	0.5517
ENSMUSG00000069515	Lyz1	ENSMUST00000092162	444	0.4977
ENSMUSG00000079627	Rhox2h	ENSMUST00000115162	573	0.5253
ENSMUSG00000019899	Lama2	ENSMUST00000092639	9354	0.4805
ENSMUSG00000073007	Tent5d	ENSMUST00000101292	1170	0.3803
ENSMUSG00000030131	Mug2	ENSMUST00000081777	4353	0.4716
ENSMUSG00000054414	Slc30a7	ENSMUST00000067485	1134	0.4612
ENSMUSG00000041957	Pkp2	ENSMUST00000039408	2385	0.5363
ENSMUSG00000073006	Wmp	ENSMUST00000101290	1548	0.3882
ENSMUSG00000063663	Brwd3	ENSMUST00000150434	5397	0.4362
ENSMUSG00000002617	Zfp40	ENSMUST00000037057	2388	0.3643
ENSMUSG00000028037	Ifi44	ENSMUST00000029671	1266	0.4313
ENSMUSG00000008822	Acyp1	ENSMUST00000121930	471	0.5478
ENSMUSG00000022792	Yars2	ENSMUST00000059955	1416	0.5586
ENSMUSG00000091945	Vmn2r114	ENSMUST00000168033	2568	0.4042
ENSMUSG00000071749	4933412E24Rik	ENSMUST00000096421	1539	0.5335
ENSMUSG00000045064	Zc2hc1c	ENSMUST00000059341	1581	0.5433
ENSMUSG00000005148	Klf5	ENSMUST00000005279	1338	0.568
ENSMUSG00000022146	Osmr	ENSMUST00000022746	2913	0.4528
ENSMUSG00000030235	Slco1c1	ENSMUST00000032362	2145	0.455
ENSMUSG00000034290	Nek9	ENSMUST00000040992	2952	0.5268
ENSMUSG00000091076	Vmn2r115	ENSMUST00000168175	2571	0.3963
ENSMUSG00000036304	Zdhhc23	ENSMUST00000231700	1275	0.5333
ENSMUSG00000072294	Klf12	ENSMUST00000228216	1206	0.5116
ENSMUSG00000028036	Ptgfr	ENSMUST00000029670	1098	0.4745
ENSMUSG00000036918	Ttc7	ENSMUST00000041110	2574	0.5812
ENSMUSG00000022967	Ifnar1	ENSMUST00000023689	1770	0.4842
ENSMUSG00000056900	Usp13	ENSMUST00000072312	2574	0.5159
ENSMUSG00000042888	Prr30	ENSMUST00000057718	1203	0.5544
ENSMUSG00000021248	Tmed10	ENSMUST00000040766	657	0.5373
ENSMUSG00000037544	Dlgap5	ENSMUST00000043296	2424	0.4917
ENSMUSG00000021250	Fos	ENSMUST00000021674	1140	0.586
ENSMUSG00000101073	Vmn1r200	ENSMUST00000226157	936	0.4306
ENSMUSG00000061458	Nol10	ENSMUST00000046011	2061	0.4474
ENSMUSG00000031651	Triml1	ENSMUST00000059692	1410	0.4993
ENSMUSG00000031245	Hmgn5	ENSMUST00000033597	1218	0.4433
ENSMUSG00000094898	Vmn1r201	ENSMUST00000226330	900	0.4367
ENSMUSG00000094379	Vmn1r202	ENSMUST00000228020	906	0.4194
ENSMUSG00000069289	Vmn1r203	ENSMUST00000227520	933	0.4266
ENSMUSG00000094637	Vmn1r204	ENSMUST00000228195	906	0.415
ENSMUSG00000013150	Gfod2	ENSMUST00000013294	1155	0.587
ENSMUSG00000100296	Vmn1r205	ENSMUST00000185475	948	0.4008
ENSMUSG00000101578	Vmn1r206	ENSMUST00000227244	936	0.4188
ENSMUSG00000072568	Lratd2	ENSMUST00000100635	930	0.629
ENSMUSG00000084136	Vmn1r207	ENSMUST00000237024	936	0.4167
ENSMUSG00000027963	Extl2	ENSMUST00000029575	990	0.499
ENSMUSG00000022965	Ifngr2	ENSMUST00000023687	996	0.5211
ENSMUSG00000031246	Sh3bgrl	ENSMUST00000033598	342	0.4386
ENSMUSG00000071493	Vmn1r208	ENSMUST00000227136	924	0.4015
ENSMUSG00000071491	Vmn1r209	ENSMUST00000227038	936	0.4274
ENSMUSG00000061296	Vmn1r210	ENSMUST00000226294	918	0.4172
ENSMUSG00000091490	Triml2	ENSMUST00000209200	1272	0.4969
ENSMUSG00000022347	A1bg	ENSMUST00000096418	1536	0.5378
ENSMUSG00000055531	Cpsf6	ENSMUST00000176670	1764	0.5119
ENSMUSG00000090966	Vmn2r116	ENSMUST00000164856	2568	0.3984
ENSMUSG00000021368	Tbc1d7	ENSMUST00000179852	879	0.4994
ENSMUSG00000030236	Slco1b2	ENSMUST00000042812	2067	0.402
ENSMUSG00000036502	Tmem255a	ENSMUST00000066498	1053	0.5128
ENSMUSG00000011179	Odc1	ENSMUST00000171737	1383	0.483
ENSMUSG00000022964	Tmem50b	ENSMUST00000023686	474	0.4979
ENSMUSG00000058586	Serhl	ENSMUST00000166427	963	0.5421
ENSMUSG00000091407	Vmn2r117	ENSMUST00000171996	2571	0.4018
ENSMUSG00000037134	Prmt9	ENSMUST00000118622	2538	0.4728
ENSMUSG00000036292	Gramd1c	ENSMUST00000214098	1986	0.4552
ENSMUSG00000036557	Stpg4	ENSMUST00000040609	741	0.4966
ENSMUSG00000039131	Gipc2	ENSMUST00000046614	942	0.5064
ENSMUSG00000084927	Slco1a7	ENSMUST00000148411	2010	0.4134
ENSMUSG00000071379	Hpcal1	ENSMUST00000071858	579	0.5475
ENSMUSG00000036438	Calm2	ENSMUST00000040440	447	0.4564
ENSMUSG00000051176	Zfp42	ENSMUST00000211248	864	0.5289
ENSMUSG00000048621	Gm6377	ENSMUST00000060013	909	0.3784
ENSMUSG00000063998	Vmn1r211	ENSMUST00000228645	894	0.4284
ENSMUSG00000064063	BC048507	ENSMUST00000078471	267	0.5056
ENSMUSG00000071490	Vmn1r212	ENSMUST00000095960	1071	0.4183
ENSMUSG00000020037	Rfx4	ENSMUST00000060397	2205	0.5243
ENSMUSG00000030237	Slco1a4	ENSMUST00000165990	2010	0.4239
ENSMUSG00000063900	Adam26b	ENSMUST00000080135	2097	0.4087
ENSMUSG00000051335	Gfod1	ENSMUST00000055341	1170	0.6068
ENSMUSG00000073197	5730507C01Rik	ENSMUST00000177778	1248	0.4215
ENSMUSG00000028035	Dnajb4	ENSMUST00000050073	1011	0.4313
ENSMUSG00000037415	Ranbp10	ENSMUST00000041400	1944	0.5746
ENSMUSG00000056854	Pou3f4	ENSMUST00000078229	1083	0.5706
ENSMUSG00000005371	Fbxo11	ENSMUST00000005504	2790	0.4437
ENSMUSG00000016327	Atp1b4	ENSMUST00000016471	1068	0.4831
ENSMUSG00000060024	Vmn1r213	ENSMUST00000228758	1152	0.4219
ENSMUSG00000061829	Vmn1r214	ENSMUST00000227652	1101	0.4269
ENSMUSG00000062518	Zfp534	ENSMUST00000117638	1983	0.355
ENSMUSG00000099917	Vmn1r215	ENSMUST00000228092	900	0.4078
ENSMUSG00000115697	Vmn1r216	ENSMUST00000228802	894	0.3949
ENSMUSG00000078495	Zfp984	ENSMUST00000122309	1641	0.3644
ENSMUSG00000116057	Vmn1r216	ENSMUST00000080253	894	0.3949
ENSMUSG00000022346	Myc	ENSMUST00000161976	1317	0.5816
ENSMUSG00000115791	Vmn1r217	ENSMUST00000228656	894	0.4452
ENSMUSG00000059423	Zfp933	ENSMUST00000105718	1404	0.3796
ENSMUSG00000115020	Vmn1r218	ENSMUST00000227050	894	0.4217
ENSMUSG00000028517	Plpp3	ENSMUST00000064139	936	0.5545
ENSMUSG00000027962	Vcam1	ENSMUST00000029574	2217	0.4687
ENSMUSG00000061376	Vmn1r219	ENSMUST00000226845	936	0.4327
ENSMUSG00000096099	Vmn1r220	ENSMUST00000228239	894	0.443
ENSMUSG00000029022	Miip	ENSMUST00000119975	1167	0.5647
ENSMUSG00000082316	Vmn1r221	ENSMUST00000236177	936	0.4284
ENSMUSG00000033083	Tbc1d4	ENSMUST00000162617	3918	0.5204
ENSMUSG00000054021	Sirt5	ENSMUST00000221515	1050	0.5657
ENSMUSG00000016534	Lamp2	ENSMUST00000074913	1248	0.4247
ENSMUSG00000039763	Dnajc28	ENSMUST00000169982	1227	0.4588
ENSMUSG00000048516	Adam26a	ENSMUST00000049577	2091	0.3989
ENSMUSG00000050190	Adam34l	ENSMUST00000056023	2208	0.4099
ENSMUSG00000095470	Gm21863	ENSMUST00000179133	333	0.6847
ENSMUSG00000079058	Adam34	ENSMUST00000110411	2142	0.4104
ENSMUSG00000079025	Gsdmc	ENSMUST00000110125	1404	0.4587
ENSMUSG00000031617	Tmem184c	ENSMUST00000034030	1866	0.426
ENSMUSG00000052459	Atp6v1a	ENSMUST00000114666	1851	0.5057
ENSMUSG00000049792	Bag5	ENSMUST00000054636	1341	0.519
ENSMUSG00000041698	Slco1a1	ENSMUST00000042119	2010	0.4194
ENSMUSG00000037787	Coa8	ENSMUST00000163220	582	0.5395
ENSMUSG00000068696	Gpr88	ENSMUST00000090473	1152	0.7101
ENSMUSG00000031893	Tsnaxip1	ENSMUST00000034365	2112	0.5009
ENSMUSG00000054263	Lifr	ENSMUST00000067190	3276	0.4722
ENSMUSG00000033502	Cdc14a	ENSMUST00000090464	1809	0.4638
ENSMUSG00000061022	Vmn1r222	ENSMUST00000235574	924	0.4188
ENSMUSG00000069280	Vmn1r223	ENSMUST00000235331	1083	0.41
ENSMUSG00000021028	Mbip	ENSMUST00000021416	1023	0.4457
ENSMUSG00000034617	Mtrr	ENSMUST00000045827	2088	0.5144
ENSMUSG00000070583	Fv1	ENSMUST00000094481	1377	0.472
ENSMUSG00000031616	Ednra	ENSMUST00000034029	1281	0.4988
ENSMUSG00000001496	Nkx2-1	ENSMUST00000178477	1116	0.6846
ENSMUSG00000020183	Cpm	ENSMUST00000020399	1329	0.5049
ENSMUSG00000029020	Mfn2	ENSMUST00000105716	2271	0.5482
ENSMUSG00000031990	Jam3	ENSMUST00000034472	930	0.5
ENSMUSG00000058669	Nkx2-9	ENSMUST00000072631	705	0.6582
ENSMUSG00000001497	Pax9	ENSMUST00000153250	1026	0.617
ENSMUSG00000036672	Cenpt	ENSMUST00000040776	1545	0.5528
ENSMUSG00000007908	Hmgcll1	ENSMUST00000008052	1029	0.4762
ENSMUSG00000034998	Foxn2	ENSMUST00000112238	1287	0.5027
ENSMUSG00000035472	Slc25a21	ENSMUST00000217690	915	0.4481
ENSMUSG00000025262	Fam120c	ENSMUST00000073364	3273	0.538
ENSMUSG00000035620	Ric8b	ENSMUST00000038523	1680	0.4607
ENSMUSG00000034709	Ppp1r21	ENSMUST00000038551	2340	0.4979
ENSMUSG00000063200	Nol7	ENSMUST00000071926	762	0.5236
ENSMUSG00000005871	Apc	ENSMUST00000079362	8526	0.4608
ENSMUSG00000021288	Klc1	ENSMUST00000239017	1911	0.5536
ENSMUSG00000036442	Thap11	ENSMUST00000040445	915	0.6197
ENSMUSG00000037101	Ttc29	ENSMUST00000049395	1413	0.4975
ENSMUSG00000079263	Slco1a8	ENSMUST00000181628	2010	0.4214
ENSMUSG00000022789	Dnm1l	ENSMUST00000230980	2148	0.4367
ENSMUSG00000098207	Arl14	ENSMUST00000183126	576	0.5052
ENSMUSG00000059383	Gfral	ENSMUST00000074880	1179	0.419
ENSMUSG00000027784	Ppm1l	ENSMUST00000029355	1080	0.513
ENSMUSG00000031095	Cul4b	ENSMUST00000115118	2910	0.4093
ENSMUSG00000037536	Fbxo34	ENSMUST00000043112	2238	0.5478
ENSMUSG00000021532	Fastkd3	ENSMUST00000051784	1983	0.4952
ENSMUSG00000031511	Arhgef7	ENSMUST00000110909	2346	0.5405
ENSMUSG00000050035	Fhl4	ENSMUST00000059383	837	0.4528
ENSMUSG00000033855	Ston1	ENSMUST00000064035	2190	0.5178
ENSMUSG00000043300	B3galnt1	ENSMUST00000061826	993	0.4642
ENSMUSG00000060935	Tmem263	ENSMUST00000095383	345	0.4812
ENSMUSG00000032572	Col6a4	ENSMUST00000121963	6927	0.5399
ENSMUSG00000027787	Nmd3	ENSMUST00000029358	1509	0.4155
ENSMUSG00000049038	Mterf2	ENSMUST00000050813	1155	0.4294
ENSMUSG00000024154	Gtf2a1l	ENSMUST00000024970	1404	0.5064
ENSMUSG00000020038	Cry1	ENSMUST00000020227	1818	0.5072
ENSMUSG00000079262	Slco1a6	ENSMUST00000111827	2010	0.4139
ENSMUSG00000024107	Lhcgr	ENSMUST00000024916	2100	0.4795
ENSMUSG00000046351	Zfp322a	ENSMUST00000050101	1230	0.4057
ENSMUSG00000020184	Mdm2	ENSMUST00000020408	1467	0.4806
ENSMUSG00000021973	Micu2	ENSMUST00000022543	1296	0.4923
ENSMUSG00000032937	Fshr	ENSMUST00000035701	2076	0.4725
ENSMUSG00000058499	Pip	ENSMUST00000075351	438	0.395
ENSMUSG00000066878	Kpna2rt	ENSMUST00000086423	1587	0.4638
ENSMUSG00000040490	Lrfn2	ENSMUST00000046254	2364	0.5795
ENSMUSG00000014104	Sval2	ENSMUST00000014248	432	0.3866
ENSMUSG00000032360	Hcrtr2	ENSMUST00000063140	1380	0.492
ENSMUSG00000021974	Fgf9	ENSMUST00000022545	624	0.5096
ENSMUSG00000064120	Mocs1	ENSMUST00000173033	1908	0.5896
ENSMUSG00000027674	Pex5l	ENSMUST00000194016	1950	0.5215
ENSMUSG00000029865	Sval1	ENSMUST00000031898	453	0.3841
ENSMUSG00000021534	Cfap90	ENSMUST00000022007	546	0.5421
ENSMUSG00000062833	Sval3	ENSMUST00000080742	432	0.3912
ENSMUSG00000056293	Gsdmc2	ENSMUST00000188404	1440	0.4674
ENSMUSG00000023289	Sva	ENSMUST00000117406	495	0.3818
ENSMUSG00000036376	Abt1	ENSMUST00000041782	807	0.5836
